Codice ISTAT del Comune,Comune,Regione,Provincia,Cluster_popolazione ,CAPOFILA,TIPOLOGIA ASSOCIAZIONE,PIATTAFORMA FRONT OFFICE,PIATTAFORMA BACK OFFICE,lng,lat
28042,GRANTORTO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,7310615","45,5992761"
28043,GRANZE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,71328468","45,15430503"
28044,LEGNARO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,96356973","45,34399238"
28045,LIMENA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,84366036","45,4789126"
28046,LOREGGIA,Veneto,PD, <5.000 ab.,SUAP - Federazione dei Comuni del Camposampierese,SUAP Associato,I1G,I1G,"11,94403157","45,58820049"
28047,LOZZO ATESTINO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,63136512","45,29111089"
28048,MASERA' DI PADOVA,Veneto,PD, <5.000 ab.,Comune di ALBIGNASEGO,SUAP Associato,I1G,I1G,"11,86353019","45,3201723"
28049,MASI,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,49174779","45,10842207"
28050,MASSANZAGO,Veneto,PD, <5.000 ab.,SUAP - Federazione dei Comuni del Camposampierese,SUAP Associato,I1G,I1G,"12,00425748","45,55531756"
28052,MEGLIADINO SAN VITALE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,52411812","45,19236677"
28053,MERLARA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,44223809","45,16698886"
28054,MESTRINO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,75878722","45,44354385"
28055,MONSELICE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,75011493","45,23946775"
28056,MONTAGNANA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,46714863","45,23198272"
28057,MONTEGROTTO TERME,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,7836376","45,33173579"
28058,NOVENTA PADOVANA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,95288558","45,41603363"
28059,OSPEDALETTO EUGANEO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,61058506","45,22252696"
28060,PADOVA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,87608719","45,40692987"
28061,PERNUMIA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,78693849","45,25704645"
28062,PIACENZA D'ADIGE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,54716049","45,12742532"
28063,PIAZZOLA SUL BRENTA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,78645309","45,54173454"
28064,PIOMBINO DESE,Veneto,PD, <5.000 ab.,SUAP - Federazione dei Comuni del Camposampierese,SUAP Associato,I1G,I1G,"11,99850921","45,60764299"
28065,PIOVE DI SACCO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,03515504","45,29611168"
28066,POLVERARA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,95740084","45,31061473"
28067,PONSO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,58635702","45,19214526"
28068,PONTELONGO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,0191135","45,25029105"
28069,PONTE SAN NICOLO',Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,93065542","45,36411624"
28070,POZZONOVO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,79014771","45,19825709"
28071,ROVOLON,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,65216534","45,38575243"
28072,RUBANO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,78660146","45,4267064"
28073,SACCOLONGO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,74356216","45,40568166"
28075,SAN GIORGIO DELLE PERTICHE,Veneto,PD, <5.000 ab.,SUAP - Federazione dei Comuni del Camposampierese,SUAP Associato,I1G,I1G,"11,9099252","45,54200455"
28076,SAN GIORGIO IN BOSCO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,8065543","45,59317253"
28077,SAN MARTINO DI LUPARI,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,853268","45,65068255"
28078,SAN PIETRO IN GU,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,66922503","45,61349032"
28079,SAN PIETRO VIMINARIO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,81834149","45,24501944"
28080,SANTA GIUSTINA IN COLLE,Veneto,PD, <5.000 ab.,SUAP - Federazione dei Comuni del Camposampierese,SUAP Associato,I1G,I1G,"11,90617658","45,56364159"
28082,SANT'ANGELO DI PIOVE DI SACCO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,0077355","45,3461566"
28083,SANT'ELENA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,70956584","45,18616257"
28084,SANT'URBANO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,61974875","45,1133772"
28085,SAONARA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,9849181","45,3719899"
28086,SELVAZZANO DENTRO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,78098097","45,39451864"
28087,SOLESINO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,74225417","45,17773351"
28088,STANGHELLA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,75641414","45,13492987"
28089,TEOLO,Veneto,PD, <5.000 ab.,Comune di TEOLO,SUAP Associato,I1G,I1G,"11,70863149","45,36679217"
28090,TERRASSA PADOVANA,Veneto,PD, <5.000 ab.,Comune di CONSELVE,SUAP Associato,I1G,I1G,"11,90358026","45,2454278"
28091,TOMBOLO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,8252901","45,6471918"
28092,TORREGLIA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,72466311","45,33602654"
28093,TREBASELEGHE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,05139711","45,59161249"
28094,TRIBANO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,83325679","45,21060057"
28095,URBANA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,44355514","45,19085256"
28096,VEGGIANO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,71371049","45,44789092"
28097,VESCOVANA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,70803646","45,13395221"
28099,VIGODARZERE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,87882777","45,46062925"
28100,VIGONZA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,98306167","45,4436389"
28101,VILLA DEL CONTE,Veneto,PD, <5.000 ab.,SUAP - Federazione dei Comuni del Camposampierese,SUAP Associato,I1G,I1G,"11,85934739","45,58349343"
28102,VILLA ESTENSE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,66718671","45,17219801"
28103,VILLAFRANCA PADOVANA,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,79716302","45,49498769"
28104,VILLANOVA DI CAMPOSAMPIERO,Veneto,PD, <5.000 ab.,SUAP - Federazione dei Comuni del Camposampierese,SUAP Associato,I1G,I1G,"11,97277231","45,48964457"
28105,VO',Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,64097889","45,32854266"
28106,DUE CARRARE,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,82089803","45,29153743"
28107,BORGO VENETO,Veneto,PD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,5388","45,2298"
29001,ADRIA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,05644639","45,05465533"
29002,ARIANO NEL POLESINE,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,12108456","44,94521256"
29003,ARQUA' POLESINE,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,74136883","45,00936992"
29004,BADIA POLESINE,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,49137703","45,09431007"
29005,BAGNOLO DI PO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,49996488","45,01516346"
29006,BERGANTINO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,25302072","45,06037885"
29007,BOSARO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,76454653","45,00062333"
29008,CALTO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,35600087","44,9916859"
29009,CANARO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,67653246","44,93534554"
29010,CANDA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,50858838","45,03390304"
29011,CASTELGUGLIELMO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,53728106","45,02570002"
29012,CASTELMASSA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,31040392","45,01768746"
29013,CASTELNOVO BARIANO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,28626445","45,02669385"
29014,CENESELLI,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,3694204","45,01308419"
29015,CEREGNANO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,87058022","45,05007482"
29017,CORBOLA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,0774246","45,005632"
29018,COSTA DI ROVIGO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,69407504","45,04881045"
29019,CRESPINO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,88644751","44,98332247"
29021,FICAROLO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,43256055","44,9519754"
29022,FIESSO UMBERTIANO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,60785403","44,9617601"
29023,FRASSINELLE POLESINE,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,69769786","44,99672352"
29024,FRATTA POLESINE,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,64100037","45,03168685"
29025,GAIBA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,48159726","44,9482981"
29026,GAVELLO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,91423793","45,02151244"
29027,GIACCIANO CON BARUCHELLA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,45064279","45,06536475"
29028,GUARDA VENETA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,8026365","44,97979308"
29029,LENDINARA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,59868789","45,08346989"
29030,LOREO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,18923031","45,06360111"
29031,LUSIA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,66301877","45,10104177"
29032,MELARA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,19772995","45,06184838"
29033,OCCHIOBELLO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,57945086","44,91937113"
29034,PAPOZZE,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,03106078","44,98786848"
29035,PETTORAZZA GRIMANI,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,98879519","45,13602119"
29036,PINCARA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,61154196","44,99305255"
29037,POLESELLA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,75509475","44,96254896"
29038,PONTECCHIO POLESINE,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,81156731","45,019166"
29039,PORTO TOLLE,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,33457629","44,95253376"
29040,ROSOLINA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,2461296","45,07588808"
29041,ROVIGO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,79007","45,07107288"
29042,SALARA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,42607427","44,98422166"
29043,SAN BELLINO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,58903837","45,02849154"
29044,SAN MARTINO DI VENEZZE,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,86852699","45,13130764"
29045,STIENTA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,54403684","44,93820004"
29046,TAGLIO DI PO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,20916834","45,0080457"
29047,TRECENTA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,46046156","45,03086142"
29048,VILLADOSE,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,88966857","45,07367115"
29049,VILLAMARZANA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,69227409","45,01096153"
29050,VILLANOVA DEL GHEBBO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,64439455","45,0556132"
29051,VILLANOVA MARCHESANA,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"11,96702351","44,99125704"
29052,PORTO VIRO,Veneto,RO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,21811845","45,02597454"
30001,AIELLO DEL FRIULI,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,36246488","45,87068299"
30002,AMARO,Friuli Venezia Giulia,UD, <5.000 ab.,Unione Territoriale della Carnia,SUAP Associato,Regionale,Regionale,"13,09474064","46,3736167"
30003,AMPEZZO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"12,79457813","46,41666451"
30004,AQUILEIA,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,36493966","45,76643933"
30005,ARTA TERME,Friuli Venezia Giulia,UD, <5.000 ab.,Unione Territoriale Intercomunale della Carnia,SUAP Associato,Regionale,Regionale,"13,02486016","46,47288214"
30006,ARTEGNA,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di GEMONA DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,1559816","46,2418532"
30007,ATTIMIS,Friuli Venezia Giulia,UD, <5.000 ab.,UNIONE TERRITORIALE INTERCOMUNALE DEL TORRE,SUAP Associato,Regionale,Regionale,"13,30511815","46,18881181"
30008,BAGNARIA ARSA,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,30170021","45,8874056"
30009,BASILIANO,Friuli Venezia Giulia,UD, <5.000 ab.,COMUNITA' COLLINARE DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,1066967","46,0161983"
30010,BERTIOLO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,0553148","45,94329723"
30011,BICINICCO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,24990756","45,93099725"
30012,BORDANO,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di GEMONA DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,10601048","46,315382"
30013,BUJA,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di SAN DANIELE DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,12574372","46,20892856"
30014,BUTTRIO,Friuli Venezia Giulia,UD, <5.000 ab.,UNIONE TERRITORIALE INTERCOMUNALE DEL NATISONE,SUAP Associato,Regionale,Regionale,"13,33039931","46,0130863"
30015,CAMINO AL TAGLIAMENTO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,9446488","45,92744556"
30016,CAMPOFORMIDO,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di UDINE,SUAP Associato,Regionale,Regionale,"13,16004808","46,01983457"
30018,CARLINO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,18810617","45,80227999"
30019,CASSACCO,Friuli Venezia Giulia,UD, <5.000 ab.,UFFICIO UNICO SUAP FRIULI COLLINARE,SUAP Associato,Regionale,Regionale,"13,1861074","46,17384978"
30020,CASTIONS DI STRADA,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"13,18486007","45,90844801"
30021,CAVAZZO CARNICO,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di TOLMEZZO,SUAP Associato,Regionale,Regionale,"13,04045787","46,36768379"
30022,CERCIVENTO,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di PALUZZA,SUAP Associato,Regionale,Regionale,"12,98772245","46,52713434"
30023,CERVIGNANO DEL FRIULI,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,33441517","45,82326739"
30024,CHIOPRIS-VISCONE,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di SAN GIOVANNI AL NATISONE,SUAP Associato,Regionale,Regionale,"13,40249962","45,92451986"
30025,CHIUSAFORTE,Friuli Venezia Giulia,UD, <5.000 ab.,Comunità Montana del Gemonese Canal del Ferro e Val Canale,SUAP Associato,Regionale,Regionale,"13,31048694","46,40822245"
30026,CIVIDALE DEL FRIULI,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di CIVIDALE DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,43202825","46,09357444"
30027,CODROIPO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"12,97693057","45,96181162"
30028,COLLOREDO DI MONTE ALBANO,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di SAN DANIELE DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,13796575","46,16600585"
30029,COMEGLIANS,Friuli Venezia Giulia,UD, <5.000 ab.,Unione Territoriale Intercomunale della Carnia,SUAP Associato,Regionale,Regionale,"12,86791668","46,51358001"
30030,CORNO DI ROSAZZO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,4416842","45,9968218"
30031,COSEANO,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di SAN DANIELE DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,01868635","46,09680741"
30032,DIGNANO,Friuli Venezia Giulia,UD, <5.000 ab.,COMUNITA' COLLINARE,SUAP Associato,Regionale,Regionale,"12,93863788","46,08769436"
30033,DOGNA,Friuli Venezia Giulia,UD, <5.000 ab.,Comunità Montana del Gemonese Canal del Ferro e Val Canale,SUAP Associato,Regionale,Regionale,"13,31540594","46,44804944"
30034,DRENCHIA,Friuli Venezia Giulia,UD, <5.000 ab.,REGIONE FVG,SUAP Associato,Regionale,Regionale,"13,62206703","46,17516991"
30035,ENEMONZO,Friuli Venezia Giulia,UD, <5.000 ab.,Unione Territoriale Intercomunale della Carnia,SUAP Associato,Regionale,Regionale,"12,87934307","46,41030448"
30036,FAEDIS,Friuli Venezia Giulia,UD, <5.000 ab.,UNIONE TERRITORIALE INTERCOMUNALE DEL TORRE,SUAP Associato,Regionale,Regionale,"13,34411062","46,15244221"
30037,FAGAGNA,Friuli Venezia Giulia,UD, <5.000 ab.,COMUNITA' COLLINARE,SUAP Associato,Regionale,Regionale,"13,08393536","46,11325942"
30039,FLAIBANO,Friuli Venezia Giulia,UD, <5.000 ab.,COMUNITA' COLLINARE DEL FRIULI,SUAP Associato,Regionale,Regionale,"12,98114309","46,06005178"
30040,FORNI AVOLTRI,Friuli Venezia Giulia,UD, <5.000 ab.,Unione Territoriale Intercomunale della Carnia,SUAP Associato,Regionale,Regionale,"12,77691062","46,58517936"
30041,FORNI DI SOPRA,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"12,57845506","46,42381739"
30042,FORNI DI SOTTO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"12,67180848","46,39363187"
30043,GEMONA DEL FRIULI,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di GEMONA DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,1397359","46,27700513"
30044,GONARS,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,23507614","45,8965683"
30045,GRIMACCO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,5933851","46,15641912"
30046,LATISANA,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di LATISANA,SUAP Associato,Regionale,Regionale,"12,99529474","45,77595742"
30047,LAUCO,Friuli Venezia Giulia,UD, <5.000 ab.,Unione Territoriale Intercomunale della Carnia,SUAP Associato,Regionale,Regionale,"12,93416713","46,42340881"
30048,LESTIZZA,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,14084214","45,95760766"
30049,LIGNANO SABBIADORO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,12981973","45,68825007"
30051,LUSEVERA,Friuli Venezia Giulia,UD, <5.000 ab.,UNIONE TERRITORIALE INTERCOMUNALE DEL TORRE,SUAP Associato,Regionale,Regionale,"13,26040118","46,2646838"
30052,MAGNANO IN RIVIERA,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,17659877","46,22962657"
30053,MAJANO,Friuli Venezia Giulia,UD, <5.000 ab.,COMUNITA' COLLINARE,SUAP Associato,Regionale,Regionale,"13,07553655","46,18536637"
30054,MALBORGHETTO VALBRUNA,Friuli Venezia Giulia,UD, <5.000 ab.,Comunità Montana del Gemonese Canal del Ferro e Val Canale,SUAP Associato,Regionale,Regionale,"13,44002065","46,50676576"
30055,MANZANO,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di CIVIDALE DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,38479712","45,98999113"
30056,MARANO LAGUNARE,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,16762312","45,76717763"
30057,MARTIGNACCO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,13039277","46,09820704"
30058,MERETO DI TOMBA,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"13,047841","46,05112492"
30059,MOGGIO UDINESE,Friuli Venezia Giulia,UD, <5.000 ab.,Comunità Montana del Gemonese Canal del Ferro e Val Canale,SUAP Associato,Regionale,Regionale,"13,19492346","46,40991503"
30060,MOIMACCO,Friuli Venezia Giulia,UD, <5.000 ab.,Unione territoriale Intercomunale del Natisone,SUAP Associato,Regionale,Regionale,"13,38114127","46,09167091"
30061,MONTENARS,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di GEMONA DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,18037225","46,25672653"
30062,MORTEGLIANO,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di UDINE,SUAP Associato,Regionale,Regionale,"13,172092","45,94489201"
30063,MORUZZO,Friuli Venezia Giulia,UD, <5.000 ab.,COMUNITA' COLLINARE,SUAP Associato,Regionale,Regionale,"13,12372436","46,11968491"
30064,MUZZANA DEL TURGNANO,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di LATISANA,SUAP Associato,Regionale,Regionale,"13,127795","45,8174304"
30065,NIMIS,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,2653077","46,20033621"
30066,OSOPPO,Friuli Venezia Giulia,UD, <5.000 ab.,COMUNITA' COLLINARE,SUAP Associato,Regionale,Regionale,"13,08076343","46,25421306"
30067,OVARO,Friuli Venezia Giulia,UD, <5.000 ab.,Unione Territoriale Intercomunale della Carnia,SUAP Associato,Regionale,Regionale,"12,86519153","46,48425676"
30068,PAGNACCO,Friuli Venezia Giulia,UD, <5.000 ab.,COMUNITA' COLLINARE DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,18811705","46,12418413"
30069,PALAZZOLO DELLO STELLA,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di LATISANA,SUAP Associato,Regionale,Regionale,"13,07946068","45,80437445"
30070,PALMANOVA,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,30986713","45,90475787"
30071,PALUZZA,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di PALUZZA,SUAP Associato,Regionale,Regionale,"13,01543349","46,52895043"
30072,PASIAN DI PRATO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,19079537","46,04924747"
30073,PAULARO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,11669413","46,5303216"
30074,PAVIA DI UDINE,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,28121731","45,97819483"
30075,POCENIA,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di LATISANA,SUAP Associato,Regionale,Regionale,"13,09849237","45,83722792"
30076,PONTEBBA,Friuli Venezia Giulia,UD, <5.000 ab.,Comunità Montana del Gemonese Canal del Ferro e Val Canale,SUAP Associato,Regionale,Regionale,"13,30383638","46,50664097"
30077,PORPETTO,Friuli Venezia Giulia,UD, <5.000 ab.,_,SUAP Singolo,Regionale,Regionale,"13,21546521","45,85923431"
30078,POVOLETTO,Friuli Venezia Giulia,UD, <5.000 ab.,COMUNITA' COLLINARE DEL FRIULI,SUAP Associato,Regionale,Regionale,"13,2984561","46,11810466"
30079,POZZUOLO DEL FRIULI,Friuli Venezia Giulia,UD, <5.000 ab.,SUAP ASSOCIATO FRIULI CENTRALE,SUAP Associato,Regionale,Regionale,"13,19656731","45,98408187"
30080,PRADAMANO,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di UDINE,SUAP Associato,Regionale,Regionale,"13,29942757","46,03124656"
30081,PRATO CARNICO,Friuli Venezia Giulia,UD, <5.000 ab.,Unione Territoriale Intercomunale della Carnia,SUAP Associato,Regionale,Regionale,"12,79765758","46,52015181"
30082,PRECENICCO,Friuli Venezia Giulia,UD, <5.000 ab.,Comune di LATISANA,SUAP Associato,Regionale,Regionale,"13,07870988","45,78971199"
30083,PREMARIACCO,Friuli Venezia Giulia,UD, <5.000 ab.,UNIONE TERRITORIALE INTERCOMUNALE DEL NATISONE,SUAP Associato,Regionale,Regionale,"13,39425309","46,05896873"
